"time_window","link_100","link_101","link_102","link_103","link_104","link_105","link_106","link_107","link_108","link_109","link_110","link_111","link_112","link_113","link_114","link_115","link_116","link_117","link_118","link_119","link_120","link_121","link_122","link_123"
"[2016-07-20 15:40:00,2016-07-20 16:00:00)","5.69","6.86","32.45","2.13","29.84","8.27","1.22","4.15","4.77","15.16","11.27","91.09","31.67","11.74","20.74","26.51","17.22","42.56","27.76","5.55","0.71","9.62","35.86","6.9"
"[2016-07-20 16:00:00,2016-07-20 16:20:00)","7.14","5.53","9.29","2.63","31.39","11.81","1.01","4.56","5.05","8.81","12.98","36.05","16.62","27.62","14.2","8.82","11.38","29.28","18.09","0.77","1.02","7.79","26.38","7.04"
"[2016-07-20 16:20:00,2016-07-20 16:40:00)","15.37","20.6","12.68","2.91","27.91","25.01","1.7","4.8","5.7","8.93","11.51","37.8","40.1","18.61","17.81","9.68","26.46","54.79","39.75","1.13","0.9","14.76","35.07","6.32"
"[2016-07-20 16:40:00,2016-07-20 17:00:00)","6.25","6.1","11.12","2.8","29.59","9.77","1.1","4.14","4.8","11.0","10.28","23.93","23.27","29.97","18.8","9.68","10.15","25.3","20.96","1.06","0.95","9.02","36.72","5.98"
"[2016-07-20 17:00:00,2016-07-20 17:20:00)","8.34","9.84","14.32","2.47","32.04","17.25","11.01","3.96","4.48","14.77","11.96","45.72","21.76","72.15","18.08","12.49","21.09","14.66","20.04","0.77","0.64","13.59","28.23","6.3"
"[2016-07-20 17:20:00,2016-07-20 17:40:00)","6.42","6.43","10.27","2.8","22.18","13.11","1.15","7.98","5.85","10.23","14.23","51.31","16.47","11.03","28.45","8.38","13.88","45.21","59.19","1.36","0.96","9.04","39.33","7.29"
"[2016-07-20 17:40:00,2016-07-20 18:00:00)","8.19","9.28","10.36","3.4","26.86","10.82","2.9","6.5","6.34","11.16","12.05","37.57","19.43","14.44","22.46","7.35","19.88","37.81","17.96","1.15","1.0","21.29","56.66","8.01"
"[2016-07-20 18:00:00,2016-07-20 18:20:00)","6.85","7.56","9.74","3.47","28.87","10.47","1.92","4.44","5.58","9.45","11.55","37.66","30.28","50.34","19.85","11.67","13.38","38.39","23.87","0.85","0.98","15.14","47.73","6.45"
"[2016-07-20 18:20:00,2016-07-20 18:40:00)","9.87","0","16.87","3.33","36.65","14.03","0","8.8","6.88","17.39","21.16","36.56","14.28","0","17.52","13.78","0","33.03","21.68","0.82","1.08","0","37.91","12.17"
"[2016-07-20 18:40:00,2016-07-20 19:00:00)","5.93","7.42","11.38","3.11","25.51","8.98","1.33","20.31","6.54","10.86","12.08","34.27","23.56","12.72","20.73","11.18","15.9","41.17","39.73","0.94","0.94","10.42","27.46","5.8"
"[2016-07-20 19:00:00,2016-07-20 19:20:00)","11.19","6.42","8.89","3.58","23.08","14.57","1.4","4.11","5.71","8.03","11.9","34.49","19.66","18.06","21.41","9.55","18.29","63.87","24.28","1.44","1.22","37.78","40.13","5.91"
"[2016-07-20 19:20:00,2016-07-20 19:40:00)","5.29","11.92","11.04","3.69","36.35","6.55","4.04","4.26","5.27","10.72","11.01","32.1","30.74","38.77","24.62","11.68","23.71","21.44","35.19","1.32","0.92","12.95","33.51","5.98"
"[2016-07-20 19:40:00,2016-07-20 20:00:00)","7.05","8.22","13.08","2.41","54.46","9.02","3.55","3.93","4.66","13.8","11.82","50.8","31.05","45.1","21.72","10.5","18.21","25.1","27.17","1.1","0.76","14.01","51.81","6.21"
"[2016-07-20 20:00:00,2016-07-20 20:20:00)","6.51","7.81","10.79","12.13","24.65","8.53","1.87","5.16","6.38","10.29","11.65","24.7","29.11","33.48","18.14","10.24","16.67","21.18","24.8","0.9","0.97","11.09","40.89","6.51"
"[2016-07-20 20:20:00,2016-07-20 20:40:00)","11.41","0","0","4.82","0","11.47","0","4.29","4.67","0","13.17","70.7","0","0","18.49","0","0","22.42","25.64","0.91","0.79","0","41.01","6.82"
"[2016-07-20 20:40:00,2016-07-20 21:00:00)","6.12","6.81","29.46","3.75","65.89","7.41","1.56","6.42","7.69","30.36","17.05","28.49","44.7","45.49","17.38","24.06","13.79","74.08","19.48","1.01","1.63","10.92","37.27","10.89"
"[2016-07-20 21:00:00,2016-07-20 21:20:00)","6.86","0","15.65","2.33","40.04","10.97","0","5.57","7.08","12.71","12.56","36.91","67.6","0","23.48","14.73","0","23.38","273.79","1.07","1.09","0","50.63","9.17"
"[2016-07-20 21:20:00,2016-07-20 21:40:00)","0","8.18","5.59","3.27","25.61","0","2.37","3.56","3.99","6.18","11.8","33.44","25.53","57.68","16.99","5.87","18.36","23.84","24.57","0.88","0.62","12.95","34.69","6.27"
"[2016-07-20 21:40:00,2016-07-20 22:00:00)","6.15","6.38","9.41","4.66","34.66","10.03","1.42","4.81","6.1","11.64","14.22","36.21","21.53","29.6","22.11","9.36","14.67","33.01","26.32","1.04","1.06","8.15","32.32","7.44"
"[2016-07-20 22:00:00,2016-07-20 22:20:00)","6.21","7.31","13.54","5.12","23.99","6.71","1.04","4.62","6.07","11.65","14.31","12.5","18.36","9.98","14.68","11.41","14.12","24.45","22.91","0.66","0.76","48.98","28.53","7.14"
"[2016-07-20 22:20:00,2016-07-20 22:40:00)","0","0","0","0","0","0","0","3.08","4.17","0","10.39","0","0","0","14.64","0","0","22.74","11.63","0.81","0.82","0","32.03","4.95"
"[2016-07-20 22:40:00,2016-07-20 23:00:00)","0","0","0","0","0","0","0","4.87","5.82","0","19.03","0","0","0","22.08","0","0","24.08","74.37","1.0","0.98","0","13.52","8.71"
"[2016-07-20 23:00:00,2016-07-20 23:20:00)","11.47","7.13","9.81","8.12","24.92","9.78","1.36","4.31","5.87","9.17","9.27","52.77","20.98","20.96","0","12.07","16.28","21.25","0","0","0.9","9.18","37.86","4.88"
"[2016-07-20 23:20:00,2016-07-20 23:40:00)","0","5.59","10.1","1.45","22.05","0","1.1","3.75","4.38","8.26","19.99","10.33","52.07","23.24","11.96","11.64","12.12","16.15","15.9","0.54","0.73","9.26","54.78","6.57"
"[2016-07-20 23:40:00,2016-07-21 00:00:00)","5.89","0","0","4.76","0","7.91","0","3.2","4.79","0","10.41","36.92","0","0","11.77","0","0","29.0","20.77","0.56","0.98","0","34.0","5.61"
"[2016-07-21 00:00:00,2016-07-21 00:20:00)","5.68","0","0","3.38","0","8.18","0","2.17","2.9","0","11.26","41.77","0","0","17.94","0","0","17.21","20.46","0.8","0.35","0","25.0","4.77"
"[2016-07-21 00:20:00,2016-07-21 00:40:00)","0","0","9.18","3.88","20.01","0","0","3.04","5.28","8.05","9.33","71.65","17.04","0","21.78","8.67","0","0","18.87","2.05","0","0","23.41","4.89"
"[2016-07-21 01:00:00,2016-07-21 01:20:00)","0","0","0","0","0","0","0","4.36","4.89","0","11.59","0","0","0","0","0","0","28.52","0","0","0.89","0","0","4.79"
"[2016-07-21 01:20:00,2016-07-21 01:40:00)","6.8","0","0","2.45","0","9.79","0","3.07","3.61","0","9.84","18.62","0","0","0","0","0","19.47","0","0","0.54","0","26.28","5.33"
"[2016-07-21 01:40:00,2016-07-21 02:00:00)","0","0","0","0","0","0","0","4.25","4.96","0","20.61","0","0","0","0","0","0","39.25","0","0","0.76","0","0","10.02"
"[2016-07-21 02:00:00,2016-07-21 02:20:00)","0","0","0","0","0","0","0","2.7","3.47","0","11.01","0","0","0","0","0","0","21.85","0","0","0.53","0","0","5.85"
"[2016-07-21 02:20:00,2016-07-21 02:40:00)","0","6.21","8.21","1.65","22.34","0","1.79","2.92","3.88","6.96","4.62","11.0","22.41","26.77","0","15.43","12.95","12.59","0","0","0.71","10.21","0","4.44"
"[2016-07-21 02:40:00,2016-07-21 03:00:00)","0","0","0","0","0","0","0","3.94","6.02","0","12.66","0","0","0","0","0","0","23.59","0","0","1.04","0","0","6.85"
"[2016-07-21 03:00:00,2016-07-21 03:20:00)","0","7.89","11.78","2.59","22.76","0","1.28","3.0","4.97","10.71","9.35","14.72","51.2","12.28","0","10.61","19.08","21.46","0","0","0.85","30.54","0","5.11"
"[2016-07-21 03:20:00,2016-07-21 03:40:00)","0","0","0","0","0","0","0","2.79","3.33","0","8.72","0","0","0","14.68","0","0","23.25","17.19","0.67","1.0","0","24.54","4.75"
"[2016-07-21 03:40:00,2016-07-21 04:00:00)","0","0","0","0","0","0","0","4.61","5.42","0","24.61","0","0","0","0","0","0","39.14","0","0","0.81","0","0","8.81"
"[2016-07-21 04:00:00,2016-07-21 04:20:00)","0","0","0","0","0","0","0","2.81","3.26","0","14.52","0","0","0","14.88","0","0","0","18.38","0.69","0","0","30.19","5.87"
"[2016-07-21 04:20:00,2016-07-21 04:40:00)","9.07","7.96","0","3.79","0","15.67","1.42","3.72","4.56","0","11.26","71.31","0","26.61","0","0","17.58","22.89","0","0","0.68","11.18","219.05","6.96"
"[2016-07-21 04:40:00,2016-07-21 05:00:00)","0","0","0","0","0","0","0","3.21","3.68","0","10.72","0","0","0","0","0","0","32.91","0","0","0.55","0","0","6.13"
"[2016-07-21 05:00:00,2016-07-21 05:20:00)","0","0","0","0","0","0","0","3.2","3.76","0","8.53","0","0","0","0","0","0","24.06","0","0","0.6","0","0","7.84"
"[2016-07-21 05:20:00,2016-07-21 05:40:00)","0","0","0","0","0","0","0","2.8","3.57","0","8.06","0","0","0","14.31","0","0","18.5","22.33","0.65","0.75","0","33.4","4.43"
"[2016-07-21 05:40:00,2016-07-21 06:00:00)","0","0","0","0","0","0","0","3.32","4.25","0","8.83","0","0","0","15.97","0","0","35.19","21.18","0.83","0.69","0","73.45","4.61"
"[2016-07-21 06:00:00,2016-07-21 06:20:00)","12.36","22.93","11.78","4.91","20.25","16.96","0.56","3.75","4.31","10.88","8.97","60.48","37.0","5.35","0","9.62","49.14","39.84","0","0","0.66","9.74","56.3","5.6"
"[2016-07-21 06:20:00,2016-07-21 06:40:00)","10.75","0","13.8","2.58","22.1","14.85","0","8.57","8.91","10.9","14.16","66.52","20.68","0","17.51","17.59","0","35.03","16.77","0.87","1.73","0","35.21","7.73"
"[2016-07-21 06:40:00,2016-07-21 07:00:00)","8.19","14.71","0","3.07","0","10.27","3.25","3.88","4.67","0","10.82","19.5","0","48.72","13.14","0","31.52","20.34","13.95","0.9","0.82","22.41","29.43","6.4"
"[2016-07-21 07:00:00,2016-07-21 07:20:00)","5.5","6.29","11.21","1.64","25.16","9.85","1.43","5.31","7.96","11.47","12.02","8.58","15.07","24.28","30.42","9.85","12.51","44.35","66.33","1.39","1.35","9.67","40.65","6.56"
"[2016-07-21 07:20:00,2016-07-21 07:40:00)","6.51","0","0","6.04","0","7.87","0","7.55","11.54","0","19.8","43.05","0","0","95.78","0","0","60.13","63.3","3.59","1.87","0","42.81","9.74"
"[2016-07-21 07:40:00,2016-07-21 08:00:00)","6.74","7.17","0","22.05","0","7.58","1.92","7.09","9.65","0","17.98","22.53","0","38.29","60.76","0","13.77","63.3","52.9","2.35","1.37","10.8","43.7","12.28"
"[2016-07-21 08:00:00,2016-07-21 08:20:00)","6.39","10.07","0","4.72","0","9.95","1.59","6.72","6.27","0","16.07","14.14","0","51.69","28.83","0","19.14","70.26","69.2","1.74","1.11","26.85","37.35","9.18"
"[2016-07-21 08:20:00,2016-07-21 08:40:00)","6.45","6.01","9.24","2.65","22.89","8.94","1.88","6.91","6.82","9.83","15.07","16.98","15.93","23.27","20.38","7.82","15.41","86.35","63.62","1.96","1.23","9.8","33.86","7.86"
"[2016-07-21 08:40:00,2016-07-21 09:00:00)","0","0","0","0","0","0","0","6.0","12.94","0","17.09","0","0","0","29.46","0","0","41.94","72.99","1.8","1.0","0","56.58","8.74"
"[2016-07-21 09:00:00,2016-07-21 09:20:00)","8.86","9.06","17.57","3.23","34.39","12.2","2.2","4.86","6.48","18.11","17.02","31.81","23.3","26.36","0","14.35","21.15","34.81","0","0","0.91","13.0","0","7.44"
"[2016-07-21 09:20:00,2016-07-21 09:40:00)","6.5","8.08","10.64","2.32","26.72","10.96","1.86","6.92","6.77","8.96","16.85","22.16","27.43","36.74","0","10.36","16.19","68.25","0","0","1.01","12.36","0","13.75"
"[2016-07-21 09:40:00,2016-07-21 10:00:00)","10.74","7.36","11.64","2.56","26.01","8.78","1.12","6.69","5.55","11.87","12.43","29.35","17.96","22.98","0","10.59","19.05","55.94","0","0","0.87","32.2","0","7.13"
"[2016-07-21 10:00:00,2016-07-21 10:20:00)","9.19","5.9","9.7","1.84","22.49","10.0","1.06","6.29","6.28","9.99","14.79","9.91","15.72","20.06","0","8.68","12.92","31.14","0","0","0.9","9.35","0","9.19"
"[2016-07-21 10:20:00,2016-07-21 10:40:00)","0","7.99","7.84","1.73","18.41","0","6.67","5.24","6.43","6.86","16.22","7.47","13.44","41.54","0","7.39","16.43","26.46","0","0","0.91","14.39","0","7.79"
"[2016-07-21 10:40:00,2016-07-21 11:00:00)","9.77","6.61","9.65","2.22","21.11","13.47","1.18","12.94","5.8","9.45","15.27","79.97","16.47","11.32","20.15","7.26","14.16","35.14","27.02","1.19","0.94","9.29","50.23","9.17"
"[2016-07-21 11:00:00,2016-07-21 11:20:00)","4.8","17.15","9.57","3.38","22.98","8.8","1.4","3.58","4.8","9.8","13.87","29.49","18.64","16.07","19.59","8.39","20.13","27.75","38.66","1.15","0.77","11.41","35.39","5.5"
"[2016-07-21 11:20:00,2016-07-21 11:40:00)","7.14","6.21","9.33","3.0","27.62","9.04","1.13","5.92","5.76","9.57","13.26","26.86","23.81","12.1","20.8","7.93","13.58","40.98","29.24","0.6","1.03","8.48","36.85","7.25"
"[2016-07-21 11:40:00,2016-07-21 12:00:00)","15.24","6.08","12.49","1.73","27.94","14.8","1.44","4.65","4.99","12.87","12.89","11.41","18.98","26.35","17.26","10.2","13.42","27.84","19.39","0.94","0.86","8.71","41.67","6.44"
"[2016-07-21 12:00:00,2016-07-21 12:20:00)","4.18","6.09","12.38","2.16","33.43","4.98","1.29","9.0","5.88","11.69","11.96","29.93","17.16","22.33","21.59","11.68","14.12","26.73","31.25","1.35","0.91","9.35","29.37","6.43"
"[2016-07-21 12:20:00,2016-07-21 12:40:00)","6.8","6.18","9.27","6.01","20.5","12.35","1.19","5.14","5.84","8.82","15.23","38.4","15.86","22.54","0","8.25","14.79","34.87","0","0","0.98","9.03","41.96","7.53"
"[2016-07-21 12:40:00,2016-07-21 13:00:00)","5.87","8.33","8.29","3.53","22.91","9.08","2.41","4.15","5.26","8.55","21.04","34.53","33.26","41.36","17.74","6.77","17.29","36.84","22.32","0.92","0.88","18.79","40.51","6.59"
"[2016-07-21 13:00:00,2016-07-21 13:20:00)","6.97","7.48","8.86","2.54","24.05","10.43","1.34","7.03","5.99","10.94","11.97","11.48","16.4","12.83","21.87","8.62","16.03","42.92","54.28","1.26","1.02","10.51","33.21","7.09"
"[2016-07-21 13:20:00,2016-07-21 13:40:00)","5.42","7.14","12.77","6.13","44.85","7.05","1.47","5.08","4.83","19.98","10.57","25.8","26.27","14.14","15.34","10.92","23.1","29.21","20.91","0.84","0.81","18.82","50.37","6.18"
"[2016-07-21 13:40:00,2016-07-21 14:00:00)","7.37","9.57","12.04","3.21","26.27","8.36","1.71","5.12","6.21","11.55","14.34","23.35","20.58","16.4","13.82","11.08","20.5","35.98","26.77","0.69","1.19","13.44","38.51","6.3"
"[2016-07-21 14:00:00,2016-07-21 14:20:00)","6.16","6.94","12.91","3.56","46.35","10.67","1.89","5.18","5.48","13.3","11.13","30.91","27.82","13.79","18.87","10.54","26.67","30.85","28.07","0.89","0.9","10.36","40.08","6.42"
"[2016-07-21 14:20:00,2016-07-21 14:40:00)","5.83","4.92","12.15","2.77","27.07","9.04","0.88","4.01","4.21","12.52","10.22","11.59","18.36","8.43","19.27","30.82","10.54","21.56","21.48","0.91","0.73","6.91","31.55","5.36"
"[2016-07-21 14:40:00,2016-07-21 15:00:00)","5.48","8.43","11.48","3.85","37.48","9.51","1.51","4.43","5.28","11.49","13.0","31.92","27.45","33.43","14.3","10.32","18.07","29.03","18.2","0.78","0.92","11.85","36.33","7.17"
"[2016-07-21 15:00:00,2016-07-21 15:20:00)","5.69","6.55","11.37","4.18","29.0","8.39","1.17","3.6","4.53","12.51","13.85","17.61","27.16","11.22","17.31","7.8","14.03","20.19","22.82","0.83","0.9","9.2","36.17","5.27"
"[2016-07-21 15:20:00,2016-07-21 15:40:00)","5.2","8.32","17.08","5.03","31.86","6.2","1.49","5.24","4.84","18.06","11.05","46.98","49.87","18.3","17.43","14.63","20.11","31.07","23.09","0.89","0.7","11.65","29.59","6.18"
"[2016-07-21 15:40:00,2016-07-21 16:00:00)","6.07","8.59","10.58","7.77","23.37","8.73","1.57","4.36","4.8","10.34","11.21","24.71","31.78","13.26","15.44","10.56","18.28","31.78","22.04","0.87","0.8","12.13","33.68","6.16"
"[2016-07-21 16:00:00,2016-07-21 16:20:00)","6.13","9.03","18.39","2.06","41.14","6.67","1.61","5.17","5.87","18.96","15.5","43.05","27.95","31.75","19.81","15.02","19.34","23.78","21.38","0.97","0.99","12.68","25.98","7.83"
"[2016-07-21 16:20:00,2016-07-21 16:40:00)","6.35","12.18","11.88","3.44","34.3","8.68","2.17","5.46","5.72","12.25","16.86","39.25","28.86","62.69","16.89","10.06","26.11","48.28","20.51","0.82","0.96","17.11","71.59","9.02"
"[2016-07-21 16:40:00,2016-07-21 17:00:00)","6.31","5.48","8.61","2.96","24.1","8.82","1.16","5.39","5.18","9.03","11.55","41.54","15.44","11.56","17.26","8.2","11.16","45.2","23.7","0.9","0.85","7.87","36.58","5.8"
"[2016-07-21 17:00:00,2016-07-21 17:20:00)","0","0","12.31","3.65","56.86","0","0","6.19","6.09","12.68","11.99","23.65","38.89","0","15.63","10.05","0","25.71","16.92","1.83","0.97","0","29.3","7.86"
"[2016-07-21 17:20:00,2016-07-21 17:40:00)","6.11","5.41","27.19","3.5","8.91","8.94","0.97","6.75","6.45","168.02","16.02","23.79","6.05","9.28","16.72","22.21","50.95","56.46","19.59","0.86","1.15","7.6","51.55","8.37"
"[2016-07-21 17:40:00,2016-07-21 18:00:00)","10.47","11.42","9.46","18.78","23.03","11.7","2.24","5.02","5.73","8.91","13.28","31.79","28.53","24.19","16.53","8.37","24.1","57.85","25.62","1.14","0.92","21.31","40.62","7.24"
"[2016-07-21 18:00:00,2016-07-21 18:20:00)","10.91","0","8.65","10.95","40.36","15.27","0","4.4","5.3","9.21","13.43","47.11","51.35","0","20.29","8.37","0","30.08","23.89","1.09","0.85","0","34.93","7.21"
"[2016-07-21 18:20:00,2016-07-21 18:40:00)","8.15","17.04","12.41","3.79","25.43","11.73","1.54","4.92","6.19","12.8","13.28","33.7","29.16","14.91","18.01","10.7","42.31","25.16","29.96","0.99","0.79","12.25","38.03","7.37"
"[2016-07-21 18:40:00,2016-07-21 19:00:00)","14.24","0","9.29","16.53","24.14","18.73","0","5.81","5.26","9.8","14.02","68.55","31.69","0","19.08","9.52","0","46.67","30.9","0.9","1.06","0","28.68","7.75"
"[2016-07-21 19:00:00,2016-07-21 19:20:00)","6.91","6.89","17.16","2.96","38.11","9.6","1.23","3.05","3.57","17.61","9.93","43.57","25.88","11.81","16.66","14.02","14.76","19.37","19.28","0.8","0.56","9.68","28.7","4.73"
"[2016-07-21 19:20:00,2016-07-21 19:40:00)","5.57","0","0","2.57","0","7.47","0","4.16","4.99","0","11.32","42.67","0","0","19.41","0","0","21.68","23.52","0.99","0.87","0","29.77","6.32"
"[2016-07-21 19:40:00,2016-07-21 20:00:00)","7.72","0","6.7","1.54","20.82","12.62","0","8.67","6.45","6.94","14.23","74.38","39.27","0","21.74","9.86","0","34.86","23.47","1.23","0.99","0","35.15","7.92"
"[2016-07-21 20:00:00,2016-07-21 20:20:00)","8.56","7.79","0","4.34","0","8.58","3.95","4.41","5.0","0","12.25","47.53","0","35.38","20.09","0","16.73","28.34","27.92","1.08","1.01","12.29","35.43","7.03"
"[2016-07-21 20:20:00,2016-07-21 20:40:00)","7.24","0","0","15.1","0","11.22","0","5.74","6.65","0","14.19","24.19","0","0","19.86","0","0","23.8","26.87","1.12","0.89","0","42.67","7.17"
"[2016-07-21 20:40:00,2016-07-21 21:00:00)","10.21","0","0","4.77","0","13.32","0","3.68","4.69","0","10.22","68.13","0","0","16.92","0","0","29.61","26.56","0.79","0.8","0","24.09","4.76"
"[2016-07-21 21:00:00,2016-07-21 21:20:00)","6.14","10.42","10.59","2.4","35.98","10.87","2.17","9.94","5.8","11.24","12.4","16.48","26.75","21.48","16.43","12.0","19.21","23.58","17.1","0.75","0.97","15.8","26.5","7.32"
"[2016-07-21 21:20:00,2016-07-21 21:40:00)","8.63","8.18","0","8.2","0","13.21","1.9","5.39","4.37","0","11.23","22.04","0","58.77","17.08","0","16.46","22.62","19.33","0.83","0.65","13.39","31.83","5.4"
"[2016-07-21 21:40:00,2016-07-21 22:00:00)","0","0","0","0","0","0","0","3.67","4.78","0","10.41","0","0","0","18.91","0","0","27.01","27.53","0.85","0.92","0","28.35","6.02"
"[2016-07-21 22:00:00,2016-07-21 22:20:00)","7.41","7.69","13.26","2.48","25.15","5.77","1.77","6.75","5.64","12.54","13.89","33.26","19.49","38.77","16.42","12.34","17.17","20.23","47.13","0.62","0.83","10.81","28.2","5.43"
"[2016-07-21 22:20:00,2016-07-21 22:40:00)","5.33","6.36","9.57","2.03","27.16","10.44","1.61","3.29","4.48","9.65","9.32","38.44","57.46","38.86","17.02","9.49","15.43","21.78","22.1","0.5","0.82","18.05","44.42","5.96"
"[2016-07-21 22:40:00,2016-07-21 23:00:00)","0","0","0","0","0","0","0","3.36","4.16","0","8.43","0","0","0","16.28","0","0","17.46","20.0","0.88","0.64","0","37.78","5.09"
"[2016-07-21 23:00:00,2016-07-21 23:20:00)","8.64","0","11.88","3.33","28.1","11.62","0","3.23","4.17","11.41","9.25","18.16","22.36","0","22.25","12.61","0","18.15","77.19","1.5","0.59","0","29.93","4.57"
"[2016-07-21 23:20:00,2016-07-21 23:40:00)","4.38","6.25","0","2.79","0","6.06","1.42","5.45","6.61","0","18.5","26.0","0","18.23","0","0","12.95","26.95","0","0","0.81","9.93","25.59","6.86"
"[2016-07-21 23:40:00,2016-07-22 00:00:00)","6.89","6.42","0","2.77","0","9.42","1.75","4.61","6.3","0","10.09","19.36","0","24.41","0","0","14.01","95.84","0","0","0.89","10.38","24.19","4.92"
"[2016-07-22 00:00:00,2016-07-22 00:20:00)","0","0","8.25","11.31","21.89","0","0","3.8","4.74","8.43","9.97","18.34","27.21","0","16.92","7.61","0","17.49","23.67","0.77","0.82","0","27.89","5.91"
"[2016-07-22 00:20:00,2016-07-22 00:40:00)","0","0","18.84","7.82","24.45","0","0","3.26","3.35","14.96","11.12","62.94","36.42","0","11.47","15.39","0","18.06","19.16","0.54","0.55","0","45.74","5.4"
"[2016-07-22 00:40:00,2016-07-22 01:00:00)","0","5.65","7.98","3.46","21.43","0","1.25","4.46","5.28","7.51","16.6","24.16","16.33","21.67","0","8.63","15.21","27.79","0","0","0.8","8.75","0","7.68"
"[2016-07-22 01:00:00,2016-07-22 01:20:00)","8.7","0","8.96","8.34","21.83","10.59","0","4.84","4.84","9.32","16.27","22.35","176.55","0","0","7.44","0","18.1","0","0","0.73","0","95.66","6.72"
